date,predict
2024-01-28,1.125
2024-01-29,0.808
2024-01-30,1.222
2024-01-31,1.083
2024-02-01,1.541
2024-02-02,1.41
2024-02-03,1.2
2024-02-04,1.0
2024-02-05,1.231
2024-02-06,1.108
2024-02-07,1.179
2024-02-08,1.0
2024-02-09,1.217
2024-02-10,1.222
2024-02-11,2.0
2024-02-12,1.176
2024-02-13,1.098
2024-02-14,0.971
2024-02-15,1.143
2024-02-16,0.818
2024-02-17,0.333
2024-02-18,0.5
2024-02-19,0.87
2024-02-20,1.04
2024-02-21,1.024
2024-02-22,1.067
2024-02-23,1.138
2024-02-24,0.857
2024-02-25,0.833
2024-02-26,1.24
2024-02-27,0.815
2024-02-28,1.034
2024-02-29,1.077
2024-03-01,1.143
2024-03-02,1.0
2024-03-03,1.0
2024-03-04,1.206
2024-03-05,0.958
2024-03-06,1.28
2024-03-07,1.226
2024-03-08,0.857
2024-03-09,1.333
2024-03-10,1.148
2024-03-11,1.1
2024-03-12,1.321
2024-03-13,1.094
2024-03-14,1.0
2024-03-15,1.083
2024-03-16,1.113
2024-03-17,0.9
2024-03-18,1.14
2024-03-19,1.0
2024-03-20,1.068
2024-03-21,1.062
2024-03-22,1.03
2024-03-23,1.1
2024-03-24,1.118
2024-03-25,1.117
2024-03-26,1.083
2024-03-27,1.37
2024-03-28,1.183
2024-03-29,1.29
2024-03-30,1.062
2024-03-31,1.037
2024-04-01,1.139
2024-04-02,1.267
2024-04-03,0.92
2024-04-04,0.846
2024-04-05,1.129
2024-04-06,0.898
2024-04-07,1.178
2024-04-08,1.0
2024-04-09,1.024
2024-04-10,1.0
2024-04-11,1.179
2024-04-12,0.973
2024-04-13,1.067
2024-04-14,1.25
2024-04-15,1.118
2024-04-16,1.053
2024-04-17,1.094
2024-04-18,1.019
2024-04-19,1.263
2024-04-20,0.96
2024-04-21,1.0
2024-04-22,1.167
2024-04-23,1.129
2024-04-24,0.944
2024-04-25,1.132
2024-04-26,1.032
2024-04-27,0.826
2024-04-28,1.25
2024-04-29,1.328
2024-04-30,1.537
2024-05-01,1.333
2024-05-02,1.042
2024-05-03,1.194
2024-05-04,1.107
2024-05-05,0.8
2024-05-06,1.209
2024-05-07,1.391
2024-05-08,1.156
2024-05-09,1.167
2024-05-10,1.156
2024-05-11,0.545
2024-05-12,1.101
2024-05-13,1.048
2024-05-14,1.067
2024-05-15,1.0
2024-05-16,1.073
2024-05-17,1.253
